user_id,feature,event_type,event_time
user_00487,notifications,engagement,2021-10-24 15:36:00
user_00267,export,engagement,2021-02-08 16:29:00
user_01393,notifications,engagement,2021-08-06 08:56:00
user_00315,search,engagement,2021-08-27 09:51:00
user_00750,export,engagement,2021-08-02 09:55:00
user_01145,bulk_edit,engagement,2021-05-15 16:30:00
user_00933,search,engagement,2021-03-22 16:40:00
user_00324,search,engagement,2021-10-17 20:43:00
user_00654,reporting,engagement,2021-04-05 10:18:00
user_01305,dashboard,engagement,2021-03-01 11:29:00
user_00761,notifications,engagement,2021-07-19 11:22:00
user_01343,reporting,engagement,2021-11-18 13:10:00
user_00607,bulk_edit,engagement,2021-06-27 18:34:00
user_01082,dashboard,engagement,2021-03-22 15:09:00
user_00036,notifications,engagement,2021-10-04 16:57:00
user_00231,search,engagement,2021-04-30 16:03:00
user_00852,dashboard,engagement,2021-08-29 08:24:00
user_00702,reporting,engagement,2021-02-03 19:36:00
user_00718,search,engagement,2021-03-03 09:42:00
user_00522,export,engagement,2021-07-06 20:18:00
user_00987,export,engagement,2021-11-06 15:03:00
user_00750,bulk_edit,engagement,2021-08-05 17:58:00
user_00227,bulk_edit,engagement,2021-04-28 13:00:00
user_00289,search,engagement,2021-09-11 10:17:00
user_00322,notifications,engagement,2021-01-30 14:46:00
user_00589,reporting,engagement,2021-08-07 16:37:00
user_01427,bulk_edit,engagement,2021-06-04 19:55:00
user_01499,search,engagement,2021-01-22 15:57:00
user_00519,bulk_edit,engagement,2021-04-28 12:19:00
user_00970,search,engagement,2021-11-04 13:33:00
user_01260,bulk_edit,engagement,2021-03-31 09:11:00
user_00301,bulk_edit,engagement,2021-04-19 13:43:00
user_00007,notifications,engagement,2021-06-17 12:18:00
user_01493,search,engagement,2021-11-03 20:57:00
user_01292,search,engagement,2021-10-23 17:39:00
user_01142,dashboard,engagement,2021-11-13 08:24:00
user_01428,bulk_edit,engagement,2021-06-25 17:51:00
user_00941,notifications,engagement,2021-11-23 19:03:00
user_01435,export,engagement,2021-02-12 08:27:00
user_00589,reporting,engagement,2021-08-20 19:10:00
user_01426,bulk_edit,engagement,2021-03-07 20:35:00
user_00248,bulk_edit,engagement,2021-09-03 09:18:00
user_00985,notifications,engagement,2021-10-06 12:37:00
user_01370,search,engagement,2021-02-20 17:45:00
user_01124,search,engagement,2021-09-17 09:37:00
user_01393,dashboard,engagement,2021-08-13 14:08:00
user_00699,notifications,engagement,2021-02-26 08:41:00
user_01003,notifications,engagement,2021-09-07 09:15:00
user_00525,reporting,engagement,2021-08-25 09:11:00
user_00938,export,engagement,2021-03-11 09:16:00
user_01337,export,engagement,2021-05-02 12:17:00
user_01135,search,engagement,2021-08-02 10:31:00
user_01272,bulk_edit,engagement,2021-08-11 11:01:00
user_00265,search,engagement,2021-02-08 14:17:00
user_01172,export,engagement,2021-09-05 16:32:00
user_01032,bulk_edit,engagement,2021-02-19 20:07:00
user_01174,reporting,engagement,2021-04-09 18:06:00
user_01024,notifications,engagement,2021-04-14 13:29:00
user_00325,dashboard,engagement,2021-09-09 08:38:00
user_00715,reporting,engagement,2021-03-02 11:04:00
user_00691,export,engagement,2021-02-25 09:50:00
user_00142,search,engagement,2021-11-10 15:01:00
user_01002,search,engagement,2021-05-17 10:36:00
user_00617,bulk_edit,engagement,2021-05-11 16:12:00
user_00179,search,engagement,2021-04-02 11:29:00
user_01388,reporting,engagement,2021-10-03 09:04:00
user_01460,dashboard,engagement,2021-10-01 10:52:00
user_01269,search,engagement,2021-04-06 11:48:00
user_00789,dashboard,engagement,2021-07-07 16:05:00
user_00667,notifications,engagement,2021-08-10 14:58:00
user_00250,bulk_edit,engagement,2021-11-09 17:19:00
user_00979,export,engagement,2021-08-16 15:42:00
user_01481,export,engagement,2021-11-04 10:38:00
user_00412,bulk_edit,engagement,2021-09-02 12:58:00
user_00950,dashboard,engagement,2021-08-04 12:20:00
user_00765,search,engagement,2021-05-23 12:08:00
user_00552,export,engagement,2021-05-29 11:41:00
user_00250,bulk_edit,engagement,2021-11-16 15:43:00
user_01168,search,engagement,2021-05-13 14:08:00
user_00584,search,engagement,2021-02-01 12:55:00
user_00547,dashboard,engagement,2021-06-30 18:21:00
user_01346,search,engagement,2021-10-04 13:09:00
user_00244,search,engagement,2021-08-16 17:04:00
user_00163,search,engagement,2021-03-02 13:46:00
user_00153,search,engagement,2021-03-24 14:21:00
user_00738,dashboard,engagement,2021-05-27 08:55:00
user_01395,dashboard,engagement,2021-07-15 17:57:00
user_00685,notifications,engagement,2021-11-08 14:15:00
user_00105,search,engagement,2021-06-06 09:11:00
user_00929,bulk_edit,engagement,2021-08-17 17:03:00
user_00559,export,engagement,2021-09-08 09:57:00
user_00596,search,engagement,2021-07-12 08:48:00
user_00652,dashboard,engagement,2021-06-06 11:26:00
user_01445,reporting,engagement,2021-11-01 20:08:00
user_00278,reporting,engagement,2021-01-22 20:49:00
user_01193,dashboard,engagement,2021-06-09 16:04:00
user_01136,dashboard,engagement,2021-06-28 10:08:00
user_01346,search,engagement,2021-10-17 14:28:00
user_00617,bulk_edit,engagement,2021-05-21 19:19:00
user_00268,dashboard,engagement,2021-03-30 09:55:00
user_01500,search,engagement,2021-04-18 10:31:00
user_01022,search,engagement,2021-06-15 17:15:00
user_00957,reporting,engagement,2021-03-10 12:04:00
user_00045,search,engagement,2021-05-23 08:41:00
user_01155,bulk_edit,engagement,2021-10-22 18:21:00
user_00180,bulk_edit,engagement,2021-08-20 10:21:00
user_01172,export,engagement,2021-09-24 13:47:00
user_00443,search,engagement,2021-09-28 09:23:00
user_01097,dashboard,engagement,2021-03-17 20:00:00
user_00718,search,engagement,2021-02-10 18:08:00
user_00264,dashboard,engagement,2021-07-23 13:37:00
user_01054,export,engagement,2021-05-04 17:10:00
user_01129,search,engagement,2021-09-15 09:47:00
user_00624,notifications,engagement,2021-02-05 20:20:00
user_00765,export,engagement,2021-06-15 12:06:00
user_00422,export,engagement,2021-06-06 16:31:00
user_01470,search,engagement,2021-04-08 17:13:00
user_00838,dashboard,engagement,2021-05-28 14:30:00
user_00150,dashboard,engagement,2021-03-20 14:55:00
user_01250,bulk_edit,engagement,2021-08-28 17:47:00
user_01432,notifications,engagement,2021-08-20 09:16:00
user_00822,dashboard,engagement,2021-04-25 17:59:00
user_01075,reporting,engagement,2021-03-07 08:59:00
user_01335,dashboard,engagement,2021-10-10 08:20:00
user_00449,dashboard,engagement,2021-06-06 15:33:00
user_00105,search,engagement,2021-05-15 10:27:00
user_01120,export,engagement,2021-06-22 09:31:00
user_01048,bulk_edit,engagement,2021-09-02 17:56:00
user_00533,bulk_edit,engagement,2021-01-29 13:09:00
user_01478,search,engagement,2021-07-30 15:06:00
user_00064,dashboard,engagement,2021-01-18 18:45:00
user_00202,dashboard,engagement,2021-01-29 19:25:00
user_00802,notifications,engagement,2021-01-18 09:11:00
user_00043,notifications,engagement,2021-04-19 17:24:00
user_00644,dashboard,engagement,2021-07-16 10:29:00
user_00752,reporting,engagement,2021-05-31 12:17:00
user_00236,reporting,engagement,2021-12-03 13:56:00
user_00366,reporting,engagement,2021-06-28 15:40:00
user_00740,dashboard,engagement,2021-03-26 10:28:00
user_00503,dashboard,engagement,2021-02-03 16:13:00
user_01143,export,engagement,2021-10-02 10:13:00
user_00694,reporting,engagement,2021-11-04 18:49:00
user_00540,bulk_edit,engagement,2021-08-05 19:56:00
user_00488,search,engagement,2021-10-11 11:26:00
user_00790,search,engagement,2021-11-03 15:15:00
user_00800,notifications,engagement,2021-06-13 18:54:00
user_01005,export,engagement,2021-10-28 10:42:00
user_01460,dashboard,engagement,2021-09-29 19:55:00
user_00369,bulk_edit,engagement,2021-01-11 16:33:00
user_00456,reporting,engagement,2021-06-29 16:02:00
user_01062,search,engagement,2021-05-04 16:19:00
user_00808,notifications,engagement,2021-03-04 09:33:00
user_01113,dashboard,engagement,2021-08-07 10:05:00
user_00038,notifications,engagement,2021-03-06 15:48:00
user_00992,bulk_edit,engagement,2021-09-30 09:28:00
user_00197,dashboard,engagement,2021-03-22 09:08:00
user_00686,reporting,engagement,2021-01-17 16:23:00
user_01025,search,engagement,2021-07-24 11:25:00
user_01250,bulk_edit,engagement,2021-08-27 12:08:00
user_01010,search,engagement,2021-08-08 15:34:00
user_01169,bulk_edit,engagement,2021-01-26 14:27:00
user_00574,search,engagement,2021-07-12 19:20:00
user_00752,export,engagement,2021-06-05 14:10:00
user_00801,reporting,engagement,2021-03-24 18:44:00
user_00651,reporting,engagement,2021-03-29 08:18:00
user_00409,export,engagement,2021-08-06 12:02:00
user_00307,dashboard,engagement,2021-04-07 18:10:00
user_00962,bulk_edit,engagement,2021-01-11 10:35:00
user_00934,notifications,engagement,2021-09-11 09:23:00
user_00148,search,engagement,2021-03-18 13:14:00
user_01162,search,engagement,2021-02-28 14:07:00
user_00365,bulk_edit,engagement,2021-04-26 13:44:00
user_00962,bulk_edit,engagement,2021-01-19 11:09:00
user_01459,bulk_edit,engagement,2021-05-17 18:15:00
user_01161,bulk_edit,engagement,2021-09-22 17:12:00
user_00231,dashboard,engagement,2021-05-05 10:58:00
user_00884,reporting,engagement,2021-08-08 19:57:00
user_01294,search,engagement,2021-08-26 08:24:00
user_00276,notifications,engagement,2021-06-14 17:54:00
user_00909,reporting,engagement,2021-04-02 15:46:00
user_01148,dashboard,engagement,2021-09-10 17:25:00
user_00111,reporting,engagement,2021-09-27 17:28:00
user_00298,export,engagement,2021-09-23 19:14:00
user_00524,reporting,engagement,2021-08-29 08:16:00
user_00541,search,engagement,2021-07-27 10:55:00
user_01335,notifications,engagement,2021-11-15 08:40:00
user_01148,search,engagement,2021-09-28 08:50:00
user_01309,reporting,engagement,2021-11-08 19:16:00
user_00808,search,engagement,2021-03-14 16:08:00
user_01438,dashboard,engagement,2021-06-08 08:40:00
user_01136,dashboard,engagement,2021-06-27 15:36:00
user_01218,export,engagement,2021-10-20 13:44:00
user_01155,dashboard,engagement,2021-10-13 18:02:00
user_00759,bulk_edit,engagement,2021-04-28 18:52:00
user_01218,search,engagement,2021-10-18 11:04:00
user_00217,search,engagement,2021-03-29 17:16:00
user_00949,dashboard,engagement,2021-02-09 14:00:00
user_00781,bulk_edit,engagement,2021-10-22 16:40:00
user_00869,reporting,engagement,2021-07-07 10:47:00
user_01319,search,engagement,2021-09-10 17:15:00
user_01481,notifications,engagement,2021-11-07 19:45:00
user_00957,bulk_edit,engagement,2021-03-17 18:29:00
user_00131,dashboard,engagement,2021-02-08 14:21:00
user_01487,export,engagement,2021-03-27 13:21:00
user_00981,reporting,engagement,2021-07-13 12:33:00
user_00829,bulk_edit,engagement,2021-08-09 09:23:00
user_01403,bulk_edit,engagement,2021-07-25 20:53:00
user_01265,reporting,engagement,2021-03-21 20:49:00
user_00627,export,engagement,2021-03-25 20:56:00
user_00192,notifications,engagement,2021-02-22 20:35:00
user_00367,export,engagement,2021-06-23 19:44:00
user_01417,dashboard,engagement,2021-03-18 15:16:00
user_00383,bulk_edit,engagement,2021-10-03 14:46:00
user_00231,search,engagement,2021-05-09 10:25:00
user_01373,search,engagement,2021-05-06 10:16:00
user_00738,dashboard,engagement,2021-05-30 08:06:00
user_00636,reporting,engagement,2021-05-03 17:25:00
user_00512,dashboard,engagement,2021-06-14 10:28:00
user_01236,notifications,engagement,2021-04-16 17:34:00
user_00192,search,engagement,2021-03-02 20:46:00
user_00907,bulk_edit,engagement,2021-07-14 18:52:00
user_00439,dashboard,engagement,2021-07-14 15:46:00
user_00382,notifications,engagement,2021-09-06 12:53:00
user_01256,bulk_edit,engagement,2021-07-25 14:37:00
user_00271,export,engagement,2021-08-27 12:42:00
user_01272,bulk_edit,engagement,2021-08-11 16:54:00
user_00664,search,engagement,2021-03-31 19:15:00
user_00597,dashboard,engagement,2021-10-16 10:52:00
user_01370,search,engagement,2021-03-13 17:30:00
user_01132,export,engagement,2021-07-25 17:02:00
user_00074,bulk_edit,engagement,2021-07-05 13:53:00
user_00931,dashboard,engagement,2021-08-03 19:05:00
user_00909,reporting,engagement,2021-04-01 10:53:00
user_00584,notifications,engagement,2021-01-17 11:08:00
user_00835,notifications,engagement,2021-10-04 17:09:00
user_01479,reporting,engagement,2021-03-29 11:06:00
user_01310,bulk_edit,engagement,2021-04-11 08:19:00
user_01007,dashboard,engagement,2021-05-17 09:53:00
user_00983,dashboard,engagement,2021-04-26 19:38:00
user_00340,bulk_edit,engagement,2021-09-02 20:44:00
user_00698,notifications,engagement,2021-05-13 10:18:00
user_00740,notifications,engagement,2021-04-15 20:10:00
user_00346,dashboard,engagement,2021-10-29 16:29:00
user_00466,dashboard,engagement,2021-09-05 20:34:00
user_00519,reporting,engagement,2021-04-12 08:08:00
user_01294,notifications,engagement,2021-08-17 14:12:00
user_00467,search,engagement,2021-05-07 09:36:00
user_00648,bulk_edit,engagement,2021-04-04 13:27:00
user_00466,dashboard,engagement,2021-09-03 08:18:00
user_01445,reporting,engagement,2021-10-30 12:20:00
user_00988,search,engagement,2021-09-25 17:21:00
user_00858,notifications,engagement,2021-06-03 15:49:00
user_00833,reporting,engagement,2021-11-06 11:31:00
user_00654,dashboard,engagement,2021-03-28 10:28:00
user_01424,search,engagement,2021-04-01 15:58:00
user_00360,export,engagement,2021-03-22 08:18:00
user_00002,export,engagement,2021-04-13 10:00:00
user_00351,search,engagement,2021-03-23 16:18:00
user_00324,dashboard,engagement,2021-10-04 11:31:00
user_00836,dashboard,engagement,2021-08-19 20:58:00
user_00043,notifications,engagement,2021-04-03 18:12:00
user_00496,export,engagement,2021-07-27 16:35:00
user_00087,dashboard,engagement,2021-11-07 15:11:00
user_01370,search,engagement,2021-03-04 08:56:00
user_00905,notifications,engagement,2021-10-13 12:31:00
user_00263,bulk_edit,engagement,2021-08-26 17:56:00
user_00187,notifications,engagement,2021-09-18 18:06:00
user_00325,reporting,engagement,2021-09-09 17:09:00
user_00812,bulk_edit,engagement,2021-08-11 09:31:00
user_01032,search,engagement,2021-03-27 10:19:00
user_00195,reporting,engagement,2021-05-16 20:48:00
user_01354,bulk_edit,engagement,2021-10-24 12:03:00
user_00683,notifications,engagement,2021-11-28 08:06:00
user_00739,dashboard,engagement,2021-02-06 12:49:00
user_00265,dashboard,engagement,2021-01-31 14:07:00
user_00915,bulk_edit,engagement,2021-02-23 08:03:00
user_00896,search,engagement,2021-03-29 17:10:00
user_00861,notifications,engagement,2021-03-25 13:24:00
user_00376,dashboard,engagement,2021-06-08 14:23:00
user_00240,search,engagement,2021-10-20 09:39:00
user_01451,bulk_edit,engagement,2021-07-28 18:23:00
user_01334,dashboard,engagement,2021-03-19 15:33:00
user_01169,search,engagement,2021-01-15 18:49:00
user_01345,notifications,engagement,2021-07-27 08:33:00
user_01185,bulk_edit,engagement,2021-04-18 16:29:00
user_00775,reporting,engagement,2021-09-16 16:10:00
user_01013,notifications,engagement,2021-05-06 20:34:00
user_00738,dashboard,engagement,2021-05-23 14:34:00
user_00217,search,engagement,2021-04-09 19:14:00
user_01036,reporting,engagement,2021-04-27 16:43:00
user_00554,search,engagement,2021-06-25 12:26:00
user_01181,export,engagement,2021-11-11 12:48:00
user_00836,dashboard,engagement,2021-08-26 10:36:00
user_00786,dashboard,engagement,2021-05-17 12:55:00
user_00869,reporting,engagement,2021-07-18 16:01:00
user_01143,dashboard,engagement,2021-10-04 16:39:00
user_00356,bulk_edit,engagement,2021-05-18 18:16:00
user_00344,notifications,engagement,2021-09-17 20:28:00
user_00249,reporting,engagement,2021-10-16 11:04:00
user_00754,search,engagement,2021-10-05 16:16:00
user_01237,bulk_edit,engagement,2021-11-03 15:25:00
user_00701,dashboard,engagement,2021-11-06 18:50:00
user_00603,reporting,engagement,2021-07-30 12:39:00
user_00667,bulk_edit,engagement,2021-07-24 10:05:00
user_01401,dashboard,engagement,2021-01-24 17:24:00
user_01494,search,engagement,2021-05-30 19:24:00
user_00158,dashboard,engagement,2021-09-29 14:40:00
user_00752,notifications,engagement,2021-06-04 15:39:00
user_00941,notifications,engagement,2021-11-03 10:36:00
user_00096,dashboard,engagement,2021-06-17 14:29:00
user_00583,reporting,engagement,2021-09-06 20:43:00
user_00137,dashboard,engagement,2021-10-12 13:37:00
user_00243,export,engagement,2021-10-13 15:59:00
user_00434,reporting,engagement,2021-09-24 12:34:00
user_00301,bulk_edit,engagement,2021-05-14 12:29:00
user_00375,bulk_edit,engagement,2021-09-23 09:18:00
user_00721,export,engagement,2021-03-30 18:49:00
user_01216,bulk_edit,engagement,2021-07-09 15:08:00
user_00684,search,engagement,2021-02-17 09:48:00
user_00511,notifications,engagement,2021-05-28 15:47:00
user_00856,export,engagement,2021-06-05 13:36:00
user_01042,dashboard,engagement,2021-11-12 13:49:00
user_01168,search,engagement,2021-05-06 17:05:00
user_01450,reporting,engagement,2021-11-17 18:44:00
user_01144,bulk_edit,engagement,2021-02-08 17:14:00
user_01402,search,engagement,2021-04-04 10:03:00
user_00144,dashboard,engagement,2021-09-18 18:45:00
user_01317,dashboard,engagement,2021-05-10 13:24:00
user_01266,notifications,engagement,2021-04-19 20:49:00
user_00179,search,engagement,2021-04-04 09:09:00
user_01145,search,engagement,2021-06-06 20:52:00
user_01480,export,engagement,2021-11-03 15:00:00
user_01499,dashboard,engagement,2021-01-20 13:38:00
user_00935,bulk_edit,engagement,2021-10-01 10:51:00
user_00556,dashboard,engagement,2021-03-08 09:26:00
user_00104,search,engagement,2021-05-22 12:56:00
user_00851,dashboard,engagement,2021-04-22 15:37:00
user_00143,export,engagement,2021-05-30 08:37:00
user_01415,dashboard,engagement,2021-07-28 17:06:00
user_01450,bulk_edit,engagement,2021-11-08 12:29:00
user_00698,search,engagement,2021-05-15 16:45:00
user_01438,bulk_edit,engagement,2021-05-31 17:26:00
user_00893,reporting,engagement,2021-09-25 14:34:00
user_00222,bulk_edit,engagement,2021-09-28 11:27:00
user_01311,search,engagement,2021-05-26 16:40:00
user_01485,notifications,engagement,2021-05-01 10:43:00
user_00473,export,engagement,2021-05-23 10:46:00
user_01045,search,engagement,2021-08-24 08:25:00
user_00653,bulk_edit,engagement,2021-06-30 10:42:00
user_01177,search,engagement,2021-10-24 20:35:00
user_00499,notifications,engagement,2021-04-06 18:30:00
user_00185,notifications,engagement,2021-10-03 17:26:00
user_00385,bulk_edit,engagement,2021-04-05 08:12:00
user_01155,export,engagement,2021-10-17 12:07:00
user_00851,dashboard,engagement,2021-04-23 16:56:00
user_00023,reporting,engagement,2021-06-01 17:08:00
user_01491,search,engagement,2021-01-30 13:08:00
user_01126,reporting,engagement,2021-09-04 10:48:00
user_00352,notifications,engagement,2021-03-15 08:50:00
user_00534,search,engagement,2021-03-13 16:23:00
user_01223,search,engagement,2021-05-24 08:59:00
user_01045,search,engagement,2021-08-27 12:37:00
user_00718,search,engagement,2021-02-27 11:05:00
user_00482,search,engagement,2021-01-10 10:50:00
user_00445,search,engagement,2021-09-11 11:03:00
user_01198,search,engagement,2021-08-09 19:50:00
user_00824,notifications,engagement,2021-07-07 11:56:00
user_00471,reporting,engagement,2021-04-09 08:50:00
user_00830,notifications,engagement,2021-03-19 10:51:00
user_00003,notifications,engagement,2021-03-20 13:13:00
user_00520,notifications,engagement,2021-07-18 11:38:00
user_01448,dashboard,engagement,2021-06-20 13:09:00
user_00711,notifications,engagement,2021-05-01 16:33:00
user_01013,dashboard,engagement,2021-05-15 12:05:00
user_00383,bulk_edit,engagement,2021-09-26 08:17:00
user_01449,search,engagement,2021-02-01 19:41:00
user_00789,dashboard,engagement,2021-07-12 13:20:00
user_00711,notifications,engagement,2021-04-29 10:24:00
user_01058,search,engagement,2021-03-22 14:14:00
user_00630,notifications,engagement,2021-02-19 09:44:00
user_00847,bulk_edit,engagement,2021-03-22 18:48:00
user_00301,bulk_edit,engagement,2021-05-10 15:26:00
user_00691,export,engagement,2021-03-12 11:39:00
user_01478,dashboard,engagement,2021-08-01 19:27:00
user_00935,search,engagement,2021-10-13 14:14:00
user_00184,export,engagement,2021-05-29 15:12:00
user_00271,export,engagement,2021-09-01 14:49:00
user_01206,dashboard,engagement,2021-04-13 11:38:00
user_00910,search,engagement,2021-08-18 16:36:00
user_00263,bulk_edit,engagement,2021-08-24 12:33:00
user_00496,dashboard,engagement,2021-07-31 16:02:00
user_00693,notifications,engagement,2021-07-21 08:22:00
user_00332,dashboard,engagement,2021-03-02 14:55:00
user_00701,bulk_edit,engagement,2021-11-11 09:15:00
user_00448,notifications,engagement,2021-04-28 15:00:00
user_01054,export,engagement,2021-04-15 12:42:00
user_00769,search,engagement,2021-05-27 18:04:00
user_00665,dashboard,engagement,2021-04-11 16:45:00
user_01294,search,engagement,2021-09-09 15:47:00
user_01111,bulk_edit,engagement,2021-10-31 10:21:00
user_00700,dashboard,engagement,2021-09-27 11:26:00
user_00777,dashboard,engagement,2021-02-27 11:13:00
user_00839,search,engagement,2021-05-28 08:38:00
user_00168,bulk_edit,engagement,2021-05-11 20:12:00
user_00347,notifications,engagement,2021-06-26 19:55:00
user_00512,search,engagement,2021-06-14 15:52:00
user_01045,search,engagement,2021-09-03 19:48:00
user_00042,bulk_edit,engagement,2021-02-22 19:21:00
user_00375,notifications,engagement,2021-10-10 16:20:00
user_01311,search,engagement,2021-06-15 11:51:00
user_01312,dashboard,engagement,2021-10-22 13:55:00
user_00018,dashboard,engagement,2021-03-05 16:48:00
user_01256,export,engagement,2021-07-30 16:24:00
user_01340,dashboard,engagement,2021-10-31 15:27:00
user_00678,export,engagement,2021-05-24 14:06:00
user_01276,notifications,engagement,2021-11-06 16:16:00
user_00592,dashboard,engagement,2021-08-15 15:13:00
user_01207,search,engagement,2021-10-26 17:59:00
user_00753,search,engagement,2021-08-03 20:07:00
user_00940,dashboard,engagement,2021-03-10 19:16:00
user_01163,bulk_edit,engagement,2021-02-10 11:47:00
user_01027,reporting,engagement,2021-10-28 16:34:00
user_00562,search,engagement,2021-11-25 13:44:00
user_00865,search,engagement,2021-06-01 16:12:00
user_00225,reporting,engagement,2021-01-26 18:52:00
user_01185,bulk_edit,engagement,2021-04-21 17:19:00
user_00249,bulk_edit,engagement,2021-11-07 09:10:00
user_00110,notifications,engagement,2021-03-01 20:41:00
user_01421,dashboard,engagement,2021-09-27 13:04:00
user_01224,export,engagement,2021-08-19 12:14:00
user_00978,dashboard,engagement,2021-05-19 16:24:00
user_00606,notifications,engagement,2021-11-08 16:25:00
user_00046,search,engagement,2021-09-14 09:41:00
user_00134,search,engagement,2021-09-13 09:10:00
user_01405,search,engagement,2021-09-10 19:20:00
user_01355,search,engagement,2021-05-21 19:13:00
user_00802,export,engagement,2021-02-19 19:03:00
user_00328,search,engagement,2021-02-14 15:58:00
user_00913,search,engagement,2021-08-17 11:56:00
user_00188,notifications,engagement,2021-07-02 17:18:00
user_01284,dashboard,engagement,2021-03-26 09:16:00
user_00590,search,engagement,2021-06-14 18:42:00
user_01500,search,engagement,2021-03-28 17:58:00
user_00924,bulk_edit,engagement,2021-02-08 19:38:00
user_01311,notifications,engagement,2021-05-26 18:09:00
user_01091,bulk_edit,engagement,2021-05-09 16:21:00
user_01500,search,engagement,2021-03-31 10:50:00
user_00075,export,engagement,2021-04-20 18:22:00
user_00721,export,engagement,2021-04-02 19:34:00
user_00675,reporting,engagement,2021-08-25 12:00:00
user_00080,bulk_edit,engagement,2021-05-14 12:50:00
user_01369,search,engagement,2021-02-24 15:22:00
